Place,Class,lat,long
"Anchorage Borough, Alaska",Class A,61.2175758,-149.8996785
"Anchorage Borough, Alaska",Class B,61.2175758,-149.8996785
"Bethel Borough, Alaska",Class B,60.79425899999999,-161.7694402
"Bristol Bay Borough, Alaska",Class B,58.7578504,-156.7792687
"Cordova-McCarthy Borough, Alaska",Class A,60.5424087,-145.7525414
"Fairbanks Borough, Alaska",Class A,64.9526102,-146.4744155
"Fairbanks Borough, Alaska",Class A,64.9526102,-146.4744155
"Fairbanks Borough, Alaska",Class B,64.9526102,-146.4744155
"Fairbanks Borough, Alaska",Class A,64.9526102,-146.4744155
"Fairbanks Borough, Alaska",Class A,64.9526102,-146.4744155
"Kenai-Cook Inlet Borough, Alaska",Class B,60.55491139999999,-151.2597037
"Matanuska-Susitna Borough, Alaska",Class B,62.2599347,-150.1729153
"Matanuska-Susitna Borough, Alaska",Class A,62.2599347,-150.1729153
"Prince of Wales Borough, Alaska",Class A,63.588753,-154.4930619
"Prince of Wales Borough, Alaska",Class B,63.588753,-154.4930619
"Prince of Wales Borough, Alaska",Class A,63.588753,-154.4930619
"Southeast Fairbanks Borough, Alaska",Class B,63.9603869,-143.6296998
"Southeast Fairbanks Borough, Alaska",Class A,63.9603869,-143.6296998
"Southeast Fairbanks Borough, Alaska",Class A,63.9603869,-143.6296998
"Valdez-Chitina-Whittier Borough, Alaska",Class A,60.7745903,-148.6858408
"Valdez-Chitina-Whittier Borough, Alaska",Class A,60.7745903,-148.6858408
"Autauga County, Alabama",Class B,32.5791817,-86.49965460000001
"Baldwin County, Alabama",Class B,30.6010744,-87.77633329999999
"Baldwin County, Alabama",Class A,30.6010744,-87.77633329999999
"Barbour County, Alabama",Class A,31.8172896,-85.35496499999999
"Bibb County, Alabama",Class B,32.9562798,-87.14228949999999
"Blount County, Alabama",Class B,34.0145152,-86.49965460000001
"Blount County, Alabama",Class A,34.0145152,-86.49965460000001
"Blount County, Alabama",Class B,34.0145152,-86.49965460000001
"Cherokee County, Alabama",,34.1665322,-85.684578
"Chilton County, Alabama",Class A,32.944392,-86.6611083
"Chilton County, Alabama",Class A,32.944392,-86.6611083
"Clarke County, Alabama",Class A,31.7002461,-87.77633329999999
"Clarke County, Alabama",Class A,31.7002461,-87.77633329999999
"Clarke County, Alabama",Class B,31.7002461,-87.77633329999999
"Clarke County, Alabama",Class B,31.7002461,-87.77633329999999
"Clay County, Alabama",Class A,33.279527,-85.84862360000001
"Clay County, Alabama",Class B,33.279527,-85.84862360000001
"Cleburne County, Alabama",Class B,33.6261707,-85.52002399999999
"Cleburne County, Alabama",Class A,33.6261707,-85.52002399999999
"Cleburne County, Alabama",Class A,33.6261707,-85.52002399999999
"Coffee County, Alabama",Class B,31.4751172,-86.0121573
"Colbert County, Alabama",Class A,34.7117567,-87.89424509999999
"Colbert County, Alabama",Class B,34.7117567,-87.89424509999999
"Colbert County, Alabama",Class A,34.7117567,-87.89424509999999
"Conecuh County, Alabama",Class A,31.501571,-86.9824288
"Conecuh County, Alabama",Class A,31.501571,-86.9824288
"Covington County, Alabama",Class A,31.3066438,-86.49965460000001
"Covington County, Alabama",Class B,31.3066438,-86.49965460000001
"Cullman County, Alabama",Class A,34.2011537,-86.8220341
"Cullman County, Alabama",Class A,34.2011537,-86.8220341
"Dale County, Alabama",Class A,31.4645298,-85.684578
"Dale County, Alabama",Class B,31.4645298,-85.684578
"Dallas County, Alabama",Class B,32.2332138,-87.14228949999999
"Escambia County, Alabama",Class A,31.1394734,-87.14228949999999
"Etowa County, Alabama",Class A,34.0455341,-86.05296039999999
"Etowa County, Alabama",Class B,34.0455341,-86.05296039999999
"Franklin County, Alabama",Class A,34.3967457,-87.6186379
"Franklin County, Alabama",Class B,34.3967457,-87.6186379
"Henry County, Alabama",Class A,31.4469377,-85.1894045
"Henry County, Alabama",Class A,31.4469377,-85.1894045
"Jackson County, Alabama",Class A,34.7090388,-86.0121573
"Jackson County, Alabama",Class B,34.7090388,-86.0121573
"Jefferson County, Alabama",Class B,33.4914122,-86.9824288
"Jefferson County, Alabama",Class A,33.4914122,-86.9824288
"Lamar County, Alabama",Class A,33.6923649,-88.0900762
"Lauderdale County, Alabama",Class A,34.8840876,-87.658113
"Lee County, Alabama",Class B,32.5888702,-85.39627689999999
"Lee County, Alabama",Class B,32.5888702,-85.39627689999999
"Lee County, Alabama",Class A,32.5888702,-85.39627689999999
"Limestone County, Alabama",Class B,34.78000720000001,-86.9423801
"Limestone County, Alabama",Class B,34.78000720000001,-86.9423801
"Limestone County, Alabama",Class A,34.78000720000001,-86.9423801
"Limestone County, Alabama",Class A,34.78000720000001,-86.9423801
"Lowndes County, Alabama",Class A,32.221464,-86.6611083
"Macon County, Alabama",Class A,32.3731182,-85.684578
"Madison County, Alabama",Class A,34.72397309999999,-86.49965460000001
"Madison County, Alabama",Class A,34.72397309999999,-86.49965460000001
"Madison County, Alabama",Class A,34.72397309999999,-86.49965460000001
"Marshall County, Alabama",Class A,34.3652297,-86.3376761
"Mobile County, Alabama",Class A,30.6082227,-88.24611829999999
"Monroe County, Alabama",Class B,31.5119068,-87.460397
"Morgan County, Alabama",Class B,34.4240875,-86.86218269999999
"Morgan County, Alabama",Class A,34.4240875,-86.86218269999999
"Morgan County, Alabama",Class A,34.4240875,-86.86218269999999
"Morgan County, Alabama",Class B,34.4240875,-86.86218269999999
"Morgan County, Alabama",Class A,34.4240875,-86.86218269999999
"Pickens County, Alabama",Class A,33.3339954,-88.0900762
"Pickens County, Alabama",Class A,33.3339954,-88.0900762
"Pike County, Alabama",Class A,31.8395163,-86.0121573
"Russell County, Alabama",Class B,32.3552497,-85.1894045
"Shelby County, Alabama",Class A,33.3039292,-86.6611083
"St. Clair County, Alabama",Class A,33.6530112,-86.3376761
"St. Clair County, Alabama",Class A,33.6530112,-86.3376761
"St. Clair County, Alabama",Class B,33.6530112,-86.3376761
"Talladega County, Alabama",Class A,33.4231716,-86.1344697
"Talladega County, Alabama",Class B,33.4231716,-86.1344697
"Talladega County, Alabama",Class A,33.4231716,-86.1344697
"Talladega County, Alabama",Class B,33.4231716,-86.1344697
"Tallapoosa County, Alabama",Class A,32.9201244,-85.84862360000001
"Tuscaloosa County, Alabama",Class A,33.3227653,-87.460397
"Tuscaloosa County, Alabama",Class A,33.3227653,-87.460397
"Tuscaloosa County, Alabama",Class B,33.3227653,-87.460397
"Tuscaloosa County, Alabama",Class A,33.3227653,-87.460397
"Tuscaloosa County, Alabama",Class A,33.3227653,-87.460397
"Walker County, Alabama",Class A,33.8563605,-87.30161319999999
"Walker County, Alabama",Class A,33.8563605,-87.30161319999999
"Walker County, Alabama",Class A,33.8563605,-87.30161319999999
"Walker County, Alabama",Class A,33.8563605,-87.30161319999999
"Washington County, Alabama",Class B,31.3422346,-88.24611829999999
"Washington County, Alabama",Class A,31.3422346,-88.24611829999999
"Washington County, Alabama",Class A,31.3422346,-88.24611829999999
"Wilcox County, Alabama",Class A,32.0105439,-87.3413599
"Winston County, Alabama",Class B,34.1690087,-87.3413599
"Winston County, Alabama",Class A,34.1690087,-87.3413599
"Baxter County, Arkansas",Class B,36.3261815,-92.38136209999999
"Baxter County, Arkansas",Class A,36.3261815,-92.38136209999999
"Baxter County, Arkansas",Class A,36.3261815,-92.38136209999999
"Baxter County, Arkansas",Class B,36.3261815,-92.38136209999999
"Baxter County, Arkansas",Class A,36.3261815,-92.38136209999999
"Baxter County, Arkansas",Class B,36.3261815,-92.38136209999999
"Benton County, Arkansas",Class A,36.2661518,-94.479976
"Benton County, Arkansas",Class A,36.2661518,-94.479976
"Benton County, Arkansas",Class A,36.2661518,-94.479976
"Carroll County, Arkansas",Class B,36.2987495,-93.5003454
"Carroll County, Arkansas",Class B,36.2987495,-93.5003454
"Carroll County, Arkansas",Class A,36.2987495,-93.5003454
"Chicot County, Arkansas",Class A,33.3419551,-91.28910359999999
"Clark County, Arkansas",Class A,34.0232374,-93.17796589999999
"Clark County, Arkansas",Class A,34.0232374,-93.17796589999999
"Cleveland County, Arkansas",Class A,33.86580070000001,-92.2236667
"Cleveland County, Arkansas",Class A,33.86580070000001,-92.2236667
"Conway County, Arkansas",Class A,35.2727492,-92.6983868
"Crawford County, Arkansas",Class A,35.5762761,-94.315422
"Crittenden County, Arkansas",Class A,35.3021443,-90.37483540000001
"Crittenden County, Arkansas",Class A,35.3021443,-90.37483540000001
"Crittenden County, Arkansas",Class B,35.3021443,-90.37483540000001
"Desha County, Arkansas",Class A,33.8773585,-91.44346900000001
"Desha County, Arkansas",Class A,33.8773585,-91.44346900000001
"Drew County, Arkansas",Class A,33.5156463,-91.7538817
"Faulkner County, Arkansas",Class B,35.1035858,-92.38136209999999
"Fulton County, Arkansas",Class B,36.3797374,-91.7928402
"Fulton County, Arkansas",Class A,36.3797374,-91.7928402
"Garland County, Arkansas",Class A,34.5559285,-93.17796589999999
"Grant County, Arkansas",Class A,34.2628015,-92.4208713
"Greene County, Arkansas",Class A,36.1314931,-90.563609
"Hempstead County, Arkansas",Class A,33.6530112,-93.66232389999999
"Hot Spring County, Arkansas",Class A,34.3393795,-92.97755579999999
"Hot Spring County, Arkansas",Class B,34.3393795,-92.97755579999999
"Hot Spring County, Arkansas",Class A,34.3393795,-92.97755579999999
"Hot Spring County, Arkansas",Class B,34.3393795,-92.97755579999999
"Hot Spring County, Arkansas",Class B,34.3393795,-92.97755579999999
"Hot Spring County, Arkansas",Class A,34.3393795,-92.97755579999999
"Independence County, Arkansas",Class A,35.8174139,-91.5983959
"Independence County, Arkansas",Class A,35.8174139,-91.5983959
"Independence County, Arkansas",Class B,35.8174139,-91.5983959
"Jackson County, Arkansas",Class A,35.6479574,-91.13530200000001
"Lee County, Arkansas",Class A,34.7712669,-90.8294002
"Little River County, Arkansas",Class A,33.6780909,-94.27436279999999
"Little River County, Arkansas",Class A,33.6780909,-94.27436279999999
"Logan County, Arkansas",Class A,35.2475011,-93.66232389999999
"Logan County, Arkansas",Class A,35.2475011,-93.66232389999999
"Lonoke County, Arkansas",Class A,34.7591647,-91.9099238
"Madison County, Arkansas",,35.9466415,-93.66232389999999
"Madison County, Arkansas",Class A,35.9466415,-93.66232389999999
"Madison County, Arkansas",Class B,35.9466415,-93.66232389999999
"Marion County, Arkansas",,36.3194702,-92.6983868
"Marion County, Arkansas",Class A,36.3194702,-92.6983868
"Marion County, Arkansas",Class A,36.3194702,-92.6983868
"Marion County, Arkansas",Class B,36.3194702,-92.6983868
"Miller County, Arkansas",Class A,33.2899717,-93.8248241
"Miller County, Arkansas",Class A,33.2899717,-93.8248241
"Miller County, Arkansas",Class B,33.2899717,-93.8248241
"Miller County, Arkansas",Class A,33.2899717,-93.8248241
"Miller County, Arkansas",Class A,33.2899717,-93.8248241
"Newton County, Arkansas",Class B,35.9603994,-93.17796589999999
"Polk County, Arkansas",Class A,34.5268097,-94.15137639999999
"Polk County, Arkansas",Class A,34.5268097,-94.15137639999999
"Polk County, Arkansas",Class A,34.5268097,-94.15137639999999
"Polk County, Arkansas",Class B,34.5268097,-94.15137639999999
"Pope County, Arkansas",Class A,35.440627,-93.0175712
"Pope County, Arkansas",Class A,35.440627,-93.0175712
"Pope County, Arkansas",Class A,35.440627,-93.0175712
"Pope County, Arkansas",Class B,35.440627,-93.0175712
"Pulaski County, Arkansas",Class B,34.75386150000001,-92.2236667
"Pulaski County, Arkansas",Class A,34.75386150000001,-92.2236667
"Pulaski County, Arkansas",Class A,34.75386150000001,-92.2236667
"Pulaski County, Arkansas",Class A,34.75386150000001,-92.2236667
"Pulaski County, Arkansas",Class A,34.75386150000001,-92.2236667
"Randolph County, Arkansas",Class B,36.3457918,-90.9820668
"Randolph County, Arkansas",Class A,36.3457918,-90.9820668
"Saline County, Arkansas",Class A,34.5708215,-92.539603
"Saline County, Arkansas",Class B,34.5708215,-92.539603
"Saline County, Arkansas",Class A,34.5708215,-92.539603
"Saline County, Arkansas",Class B,34.5708215,-92.539603
"Saline County, Arkansas",Class A,34.5708215,-92.539603
"Saline County, Arkansas",Class A,34.5708215,-92.539603
"Saline County, Arkansas",Class A,34.5708215,-92.539603
"Searcy County, Arkansas",Class A,35.9721,-92.6983868
"Searcy County, Arkansas",Class B,35.9721,-92.6983868
"Sebastian County, Arkansas",Class B,35.2260397,-94.315422
"Sebastian County, Arkansas",Class B,35.2260397,-94.315422
"Sevier County, Arkansas",Class B,34.0346222,-94.27436279999999
"Sevier County, Arkansas",Class A,34.0346222,-94.27436279999999
"St. Francis County, Arkansas",Class B,34.9926533,-90.7152749
"Stone County, Arkansas",Class B,35.8075142,-92.2236667
"Union County, Arkansas",Class B,33.1431092,-92.539603
"Union County, Arkansas",Class B,33.1431092,-92.539603
"Washington County, Arkansas",Class A,35.9307703,-94.15137639999999
"Washington County, Arkansas",Class A,35.9307703,-94.15137639999999
"White County, Arkansas",Class A,35.2900612,-91.7538817
"White County, Arkansas",,35.2900612,-91.7538817
"White County, Arkansas",Class A,35.2900612,-91.7538817
"Yell County, Arkansas",Class B,35.0810824,-93.33889169999999
"Yell County, Arkansas",Class A,35.0810824,-93.33889169999999
"Apache County, Arizona",Class A,35.5313224,-109.3783206
"Apache County, Arizona",Class B,35.5313224,-109.3783206
"Apache County, Arizona",Class B,35.5313224,-109.3783206
"Apache County, Arizona",Class B,35.5313224,-109.3783206
"Apache County, Arizona",Class A,35.5313224,-109.3783206
"Apache County, Arizona",Class B,35.5313224,-109.3783206
"Apache County, Arizona",Class B,35.5313224,-109.3783206
"Apache County, Arizona",Class A,35.5313224,-109.3783206
"Apache County, Arizona",Class A,35.5313224,-109.3783206
"Apache County, Arizona",Class B,35.5313224,-109.3783206
"Apache County, Arizona",Class A,35.5313224,-109.3783206
"Cochise County, Arizona",Class B,31.82845799999999,-109.949686
"Cochise County, Arizona",Class B,31.82845799999999,-109.949686
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class A,35.6647545,-111.4752851
"Coconino County, Arizona",Class A,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class A,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class A,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Coconino County, Arizona",Class B,35.6647545,-111.4752851
"Gila County, Arizona",Class A,33.6370567,-110.5215459
"Gila County, Arizona",Class B,33.6370567,-110.5215459
"Gila County, Arizona",Class A,33.6370567,-110.5215459
"Gila County, Arizona",Class A,33.6370567,-110.5215459
"Gila County, Arizona",Class A,33.6370567,-110.5215459
"Gila County, Arizona",Class B,33.6370567,-110.5215459
"Graham County, Arizona",Class B,33.076805,-109.7591675
"Graham County, Arizona",Class A,33.076805,-109.7591675
"Graham County, Arizona",Class B,33.076805,-109.7591675
"Graham County, Arizona",Class B,33.076805,-109.7591675
"Graham County, Arizona",Class B,33.076805,-109.7591675
"Graham County, Arizona",Class B,33.076805,-109.7591675
"Graham County, Arizona",Class B,33.076805,-109.7591675
"Graham County, Arizona",Class A,33.076805,-109.7591675
"Greenlee County, Arizona",Class B,33.2405598,-109.2831531
"Maricopa County, Arizona",Class B,33.2917968,-112.4291464
"Maricopa County, Arizona",Class B,33.2917968,-112.4291464
"Maricopa County, Arizona",Class B,33.2917968,-112.4291464
"Maricopa County, Arizona",Class A,33.2917968,-112.4291464
"Maricopa County, Arizona",Class A,33.2917968,-112.4291464
"Maricopa County, Arizona",Class A,33.2917968,-112.4291464
"Mohave County, Arizona",Class A,35.2143346,-113.7632828
"Mohave County, Arizona",Class A,35.2143346,-113.7632828
"Navajo County, Arizona",Class A,35.4019765,-110.1402594
"Navajo County, Arizona",Class A,35.4019765,-110.1402594
"Navajo County, Arizona",Class B,35.4019765,-110.1402594
"Navajo County, Arizona",Class A,35.4019765,-110.1402594
"Navajo County, Arizona",Class A,35.4019765,-110.1402594
"Navajo County, Arizona",Class A,35.4019765,-110.1402594
"Pima County, Arizona",Class A,32.057499,-111.6660725
"Yavapai County, Arizona",Class B,34.6463981,-112.4291464
"Yavapai County, Arizona",Class B,34.6463981,-112.4291464
"Yavapai County, Arizona",Class A,34.6463981,-112.4291464
"Yavapai County, Arizona",Class A,34.6463981,-112.4291464
"Yavapai County, Arizona",Class B,34.6463981,-112.4291464
"Yavapai County, Arizona",Class B,34.6463981,-112.4291464
"Yavapai County, Arizona",Class B,34.6463981,-112.4291464
"Yavapai County, Arizona",Class B,34.6463981,-112.4291464
"Alameda County, California",Class B,37.6016892,-121.7195459
"Alpine County, California",Class B,38.5940736,-119.8815203
"Alpine County, California",Class B,38.5940736,-119.8815203
"Alpine County, California",Class A,38.5940736,-119.8815203
"Alpine County, California",Class A,38.5940736,-119.8815203
"Alpine County, California",Class A,38.5940736,-119.8815203
"Alpine County, California",Class B,38.5940736,-119.8815203
"Alpine County, California",Class B,38.5940736,-119.8815203
"Alpine County, California",Class B,38.5940736,-119.8815203
"Alpine County, California",Class B,38.5940736,-119.8815203
"Amador County, California",Class B,38.4092417,-120.6660044
"Butte County, California",Class B,39.6253952,-121.5370003
"Butte County, California",Class B,39.6253952,-121.5370003
"Butte County, California",Class B,39.6253952,-121.5370003
"Butte County, California",Class A,39.6253952,-121.5370003
"Butte County, California",Class B,39.6253952,-121.5370003
"Butte County, California",Class B,39.6253952,-121.5370003
"Butte County, California",Class B,39.6253952,-121.5370003
"Calaveras County, California",Class B,38.2310851,-120.6199895
"Calaveras County, California",Class A,38.2310851,-120.6199895
"Calaveras County, California",Class B,38.2310851,-120.6199895
"Calaveras County, California",Class A,38.2310851,-120.6199895
"Calaveras County, California",Class B,38.2310851,-120.6199895
"Calaveras County, California",Class B,38.2310851,-120.6199895
"Calaveras County, California",Class B,38.2310851,-120.6199895
"Calaveras County, California",Class B,38.2310851,-120.6199895
"Calaveras County, California",Class B,38.2310851,-120.6199895
"Contra Costa County, California",Class B,37.8534093,-121.9017954
"Del Norte County, California",Class B,41.7076287,-123.9659708
"Del Norte County, California",Class B,41.7076287,-123.9659708
"Del Norte County, California",Class B,41.7076287,-123.9659708
"Del Norte County, California",Class B,41.7076287,-123.9659708
"Del Norte County, California",Class A,41.7076287,-123.9659708
"Del Norte County, California",Class B,41.7076287,-123.9659708
"Del Norte County, California",Class B,41.7076287,-123.9659708
"Del Norte County, California",Class A,41.7076287,-123.9659708
"Del Norte County, California",Class A,41.7076287,-123.9659708
"Del Norte County, California",Class B,41.7076287,-123.9659708
"Del Norte County, California",Class B,41.7076287,-123.9659708
"Del Norte County, California",Class A,41.7076287,-123.9659708
"Del Norte County, California",Class A,41.7076287,-123.9659708
"Del Norte County, California",Class B,41.7076287,-123.9659708
"Del Norte County, California",Class B,41.7076287,-123.9659708
"Del Norte County, California",Class B,41.7076287,-123.9659708
"Del Norte County, California",Class B,41.7076287,-123.9659708
"Del Norte County, California",Class A,41.7076287,-123.9659708
"Del Norte County, California",Class A,41.7076287,-123.9659708
"Del Norte County, California",Class B,41.7076287,-123.9659708
"Del Norte County, California",Class A,41.7076287,-123.9659708
"Del Norte County, California",Class A,41.7076287,-123.9659708
"Del Norte County, California",Class B,41.7076287,-123.9659708
"Del Norte County, California",Class A,41.7076287,-123.9659708
"El Dorado County, California",Class A,38.74263759999999,-120.4357631
"El Dorado County, California",Class A,38.74263759999999,-120.4357631
"El Dorado County, California",Class B,38.74263759999999,-120.4357631
"El Dorado County, California",Class A,38.74263759999999,-120.4357631
"El Dorado County, California",Class B,38.74263759999999,-120.4357631
"El Dorado County, California",Class B,38.74263759999999,-120.4357631
"El Dorado County, California",Class A,38.74263759999999,-120.4357631
"El Dorado County, California",Class B,38.74263759999999,-120.4357631
"El Dorado County, California",Class B,38.74263759999999,-120.4357631
"El Dorado County, California",Class B,38.74263759999999,-120.4357631
"El Dorado County, California",Class A,38.74263759999999,-120.4357631
"El Dorado County, California",Class B,38.74263759999999,-120.4357631
"El Dorado County, California",Class A,38.74263759999999,-120.4357631
"El Dorado County, California",Class B,38.74263759999999,-120.4357631
"El Dorado County, California",Class A,38.74263759999999,-120.4357631
"El Dorado County, California",Class B,38.74263759999999,-120.4357631
"El Dorado County, California",Class A,38.74263759999999,-120.4357631
"El Dorado County, California",Class B,38.74263759999999,-120.4357631
"El Dorado County, California",Class B,38.74263759999999,-120.4357631
"El Dorado County, California",Class A,38.74263759999999,-120.4357631
"El Dorado County, California",Class B,38.74263759999999,-120.4357631
"El Dorado County, California",Class B,38.74263759999999,-120.4357631
"El Dorado County, California",Class A,38.74263759999999,-120.4357631
"El Dorado County, California",Class A,38.74263759999999,-120.4357631
"El Dorado County, California",Class A,38.74263759999999,-120.4357631
"El Dorado County, California",Class A,38.74263759999999,-120.4357631
"Fresno County, California",Class A,36.9858984,-119.2320784
"Fresno County, California",Class A,36.9858984,-119.2320784
"Fresno County, California",Class A,36.9858984,-119.2320784
"Fresno County, California",Class B,36.9858984,-119.2320784
"Fresno County, California",Class A,36.9858984,-119.2320784
"Fresno County, California",Class B,36.9858984,-119.2320784
"Fresno County, California",Class B,36.9858984,-119.2320784
"Fresno County, California",Class B,36.9858984,-119.2320784
"Fresno County, California",Class A,36.9858984,-119.2320784
"Fresno County, California",Class B,36.9858984,-119.2320784
"Fresno County, California",Class B,36.9858984,-119.2320784
"Fresno County, California",Class B,36.9858984,-119.2320784
"Fresno County, California",Class A,36.9858984,-119.2320784
"Fresno County, California",Class A,36.9858984,-119.2320784
"Fresno County, California",Class B,36.9858984,-119.2320784
"Fresno County, California",,36.9858984,-119.2320784
"Humboldt County, California",Class A,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class A,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class A,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class A,40.7450055,-123.8695086
"Humboldt County, California",Class A,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class A,40.7450055,-123.8695086
"Humboldt County, California",Class A,40.7450055,-123.8695086
"Humboldt County, California",Class A,40.7450055,-123.8695086
"Humboldt County, California",Class A,40.7450055,-123.8695086
"Humboldt County, California",Class A,40.7450055,-123.8695086
"Humboldt County, California",Class A,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class A,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class A,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class A,40.7450055,-123.8695086
"Humboldt County, California",Class A,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class A,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Humboldt County, California",Class A,40.7450055,-123.8695086
"Humboldt County, California",Class B,40.7450055,-123.8695086
"Imperial County, California",Class A,33.0113694,-115.4733554
"Inyo County, California",Class A,36.3091865,-117.5495846
"Inyo County, California",Class A,36.3091865,-117.5495846
"Inyo County, California",Class B,36.3091865,-117.5495846
"Inyo County, California",Class A,36.3091865,-117.5495846
"Inyo County, California",Class A,36.3091865,-117.5495846
"Inyo County, California",Class B,36.3091865,-117.5495846
"Kern County, California",Class A,35.4937274,-118.8596804
"Kern County, California",Class A,35.4937274,-118.8596804
"Kern County, California",Class B,35.4937274,-118.8596804
"Kern County, California",Class A,35.4937274,-118.8596804
"Kern County, California",Class B,35.4937274,-118.8596804
"Kern County, California",Class B,35.4937274,-118.8596804
"Kern County, California",Class B,35.4937274,-118.8596804
"Kern County, California",Class B,35.4937274,-118.8596804
"Kern County, California",Class A,35.4937274,-118.8596804
"Kern County, California",Class B,35.4937274,-118.8596804
"Kern County, California",Class A,35.4937274,-118.8596804
"Kern County, California",Class B,35.4937274,-118.8596804
"Lake County, California",Class B,39.08396440000001,-122.8084496
"Lassen County, California",Class B,40.5394389,-120.7120023
"Lassen County, California",Class B,40.5394389,-120.7120023
"Lassen County, California",Class A,40.5394389,-120.7120023
"Lassen County, California",Class B,40.5394389,-120.7120023
"Los Angeles County, California",Class B,34.3871821,-118.1122679
"Los Angeles County, California",Class B,34.3871821,-118.1122679
"Los Angeles County, California",Class B,34.3871821,-118.1122679
"Los Angeles County, California",Class A,34.3871821,-118.1122679
"Los Angeles County, California",Class A,34.3871821,-118.1122679
"Los Angeles County, California",Class B,34.3871821,-118.1122679
"Los Angeles County, California",Class A,34.3871821,-118.1122679
"Los Angeles County, California",Class A,34.3871821,-118.1122679
"Los Angeles County, California",Class B,34.3871821,-118.1122679
"Madera County, California",Class B,37.251926,-119.6962677
"Mariposa County, California",Class A,37.5127928,-119.8815203
"Mariposa County, California",Class B,37.5127928,-119.8815203
"Mariposa County, California",Class A,37.5127928,-119.8815203
"Mendocino County, California",Class A,39.5500194,-123.438353
"Mendocino County, California",Class A,39.5500194,-123.438353
"Mendocino County, California",Class B,39.5500194,-123.438353
"Mendocino County, California",Class B,39.5500194,-123.438353
"Mendocino County, California",Class A,39.5500194,-123.438353
"Mendocino County, California",Class A,39.5500194,-123.438353
"Mendocino County, California",Class A,39.5500194,-123.438353
